id,name,category,falCategory,status,prefix,supportsLora,imageFields,maxRefs,refImagesField,needsSource,needsFirstFrame,supportsI2v,promptField,aspectRatioField,durationField,hasOpenapiOverlay,notes
fal-ai/kling-video/v1/standard/text-to-video,Kling 1.0,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/v3/4k/text-to-video,Kling Video V3 Text to Video 4K,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/v1.5/pro/image-to-video,Kling 1.5,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/kling-video/v2.1/master/text-to-video,Kling 2.1 Master,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/image-apps-v2/virtual-try-on,Virtual Try-on,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/ltx-video/image-to-video,LTX Video (preview),video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/lyria3,Lyria3,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/pixverse/v5.5/image-to-video,PixVerse V5.5 Image To Video,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/ideogram/v3/generate-transparent,Ideogram Transparent,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
resemble-ai/chatterboxhd/speech-to-speech,Chatterboxhd,audio,speech-to-speech,available,resemble-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/luma-dream-machine/ray-2/image-to-video,Luma Ray 2 (Image to Video),video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
microsoft/mai-image-2.5-pro,MAI Image 2.5 Pro (Text to Image),image,text-to-image,available,microsoft,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/florence-2-large/caption-to-phrase-grounding,Florence-2 Large,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/meshy/rigging,Meshy Rigging,3d,3d-to-3d,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
minimax/h3/image-to-video/lora,MiniMax H3 Image to Video LoRA,video,image-to-video,available,minimax,True,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/hunyuan-3d/v3.1/rapid/image-to-3d,Hunyuan 3D Rapid Image to 3D,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
xai/grok-imagine-video/extend-video,Grok Imagine Extend Video,video,video-to-video,available,xai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/pixverse/v5/image-to-video,PixVerse V5 Image To Video,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/vidu/q3/image-to-video/turbo,Vidu,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/bria/product-shot,Bria Product Shot,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
blackforestlabs/flux-3/extend-video,Flux 3 Extend Video,video,video-to-video,available,blackforestlabs,False,,1,image_url,False,False,False,prompt,,,False,
krea/v2/medium/turbo/text-to-image,Krea 2 Medium Text to Image Turbo,image,text-to-image,available,krea,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/sadtalker,Sad Talker,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
fal-ai/phota/edit,Phota,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/minimax/hailuo-2.3-fast/pro/image-to-video,MiniMax Hailuo 2.3 Fast [Pro] (Image to Video),video,image-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,,,True,"MiniMax Hailuo-2.3-Fast Image To Video API (Pro, 1080p): Advanced fast image-to-video generation model with 1080p resolu"
fal-ai/meshy/v6-preview/image-to-3d,Meshy 6 Preview,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/wan/v2.7/pro/text-to-image,Wan,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
lightricks/ltx-2.5/text-to-video/pro,Ltx 2.5 Text to Video Fast,video,text-to-video,available,lightricks,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,LTX-2.5 is Lightricks' open-source audio-video model. This endpoint generates synchronized video and audio from a text p
fal-ai/ffmpeg-api/merge-audios,FFmpeg API [Merge Audios],audio,audio-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-1/dev,FLUX.1 [dev],image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/hyper3d/rodin/v2,Hyper3d,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/image-editing/reframe,Image Editing Reframe,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/trellis/multi,Trellis,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/musetalk,MuseTalk,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
sonilo/v1.1/text-to-sound-effects,V1.1 Text to Sound Effects,audio,text-to-audio,available,sonilo,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ddcolor,DDColor,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/minimax/video-01/image-to-video,MiniMax (Hailuo AI) Video 01,video,image-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,,,True,Generate video clips from your images using MiniMax Video model
fal-ai/fast-sdxl/image-to-image,Stable Diffusion XL,image,image-to-image,available,fal-ai,True,image_url,1,image_url,True,False,False,prompt,,,True,supportsLora via schema fields/tags (not id); Run SDXL at the speed of light
fal-ai/feynobg,Feynobg Background Remover,bg,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/rife/video,RIFE,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
topaz/restore/image,Topaz Restore Image,image,image-to-image,available,topaz,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/moondream3-preview/detect,Moondream3 Preview [Detect],image,vision,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/veo3.1/extend-video,Veo 3.1,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/deepfilternet3,DeepFilterNet 3,audio,audio-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/gpt-image-1-mini/edit,GPT Image 1 Mini,image,image-to-image,available,fal-ai,False,image_urls,9,image_urls,False,False,False,prompt,,,False,
wan/v2.6/image-to-video/flash,V2.6,video,image-to-video,available,wan,False,image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/pika/v2.2/text-to-video,Pika Text to Video (v2.2),video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/pixverse/v4.5/image-to-video,PixVerse V4.5 Image To Video,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/hidream-i1-fast,Hidream I1 Fast,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ernie-image/turbo,Ernie Image Turbo,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/recraft/upscale/creative,Recraft Creative Upscale,upscale,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/moondream2/visual-query,Moondream2,image,vision,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
recraft/v4/style/text-to-vector,Recraft V4 Styles Text to Vector,image,text-to-image,available,recraft,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/video-upscaler,Video Upscaler,upscale,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/qwen-image-2512/lora,Qwen Image 2512,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
topaz/adjust/image,Topaz Adjust Image,image,image-to-image,available,topaz,False,,1,image_url,True,False,False,prompt,,,False,
tripo3d/h3.1/text-to-3d,Tripo H3.1 Text to 3D,3d,text-to-3d,available,tripo3d,False,,1,image_url,False,False,False,prompt,,,False,
meshy/v7/text-to-3d,V7 Text to 3D,3d,text-to-3d,available,meshy,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/hunyuan-video,Hunyuan Video,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,aspect_ratio,,True,"Hunyuan Video is an Open video generation model with high visual quality, motion diversity, text-video alignment, and ge"
fal-ai/florence-2-large/ocr-with-region,Florence-2 Large,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/pixverse/c1/reference-to-video,PixVerse C1 Reference To Video,video,image-to-video,available,fal-ai,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
fal-ai/wan-t2v,Wan-2.1 Text-to-Video,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/v1/pro/ai-avatar,Kling AI Avatar Pro,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
fal-ai/bytedance/seed-speech/tts/v2,Bytedance Seed Speech Text to Speech,audio,text-to-speech,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-control-lora-depth,FLUX.1 [dev] Control LoRA Depth,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flashtalk,Flashtalk,audio,audio-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ltx-video-13b-distilled/image-to-video,LTX Video-0.9.7 13B Distilled,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/recraft/v4.1/pro/text-to-vector,Recraft V4.1 Text to Vector Pro,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/patina/material/extract,PATINA,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/hunyuan-image/v3/instruct/text-to-image,Hunyuan Image 3.0 Instruct,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/minimax/speech-2.6-turbo,MiniMax Speech 2.6 [Turbo],audio,text-to-speech,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
sonilo/v1.1/video-to-sound-effects,V1.1 Video to Sound Effects,audio,video-to-audio,available,sonilo,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-2/klein/4b/base/edit,FLUX.2 [klein] 4B Base,image,image-to-image,available,fal-ai,False,image_urls,9,image_urls,False,False,False,prompt,,,False,
fal-ai/pixverse/v5/text-to-video,PixVerse V5 Text To Video,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-2-lora-gallery/realism,FLUX 2 Lora Gallery Realism,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
luma/agent/uni-1/v1/max/edit,Luma Uni-1 Edit Max,image,image-to-image,available,luma,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/image-apps-v2/photo-restoration,Photo Restoration,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/flashvsr/upscale/video,Flashvsr,upscale,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-pro/v1/vto,FLUX Virtual Try-On ,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
alibaba/qwen-audio-3-tts,Qwen Audio 3.0 TTS (Flash),audio,text-to-speech,available,alibaba,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-2/klein/9b/base,FLUX.2 [klein] 9B Base,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/mmaudio-v2/text-to-audio,MMAudio V2 Text to Audio,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ideogram/character/edit,Ideogram V3 Character Edit,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/sam-3/3d-body,Sam 3,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/image-editing/text-removal,Image Editing Text Removal,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/ltxv-13b-098-distilled/image-to-video,LTX-Video 13B 0.9.8 Distilled,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
luma/agent/uni-1/v1/edit,Luma Uni-1 Edit,image,image-to-image,available,luma,False,image_url,1,image_url,True,False,False,prompt,,,False,
hitem3d/hi3d/v3.0/multi-view-to-3d,Hi3D Multiview to 3D,3d,image-to-3d,available,hitem3d,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/florence-2-large/open-vocabulary-detection,Florence-2 Large,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/firered-image-edit-v1.1,Firered Image Edit V1.1,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
sonilo/v1.1/video-to-music,V1.1,audio,video-to-audio,available,sonilo,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/v2/master/text-to-video,Kling 2.0 Master,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/fashn/tryon/v1.5,FASHN Virtual Try-On V1.5,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/vggt-1b,VGGT-1B,image,image-to-json,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
topaz/upscale/video/creative,Topaz Upscale Video Creative,upscale,video-to-video,available,topaz,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/void-video-inpainting,Void Video Inpainting,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
luma/agent/uni-1/v1/text-to-image,Luma Uni-1 Text to Image,image,text-to-image,available,luma,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/veo3.1/fast/extend-video,Veo 3.1 Fast,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/wan-motion,Wan Motion,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/qwen-image-edit-plus-lora-gallery/multiple-angles,Qwen Image Edit Plus Lora Gallery,image,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,
fal-ai/sam-3/video,Sam 3,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/qwen-image-edit/image-to-image,Qwen Image Edit,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-2/klein/realtime,Flux 2 [klein] Realtime,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
luma/agent/ray/v3.2/video-to-video,Luma Ray 3.2 Video to Video,video,video-to-video,available,luma,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/pixal3d,Pixal3d,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/workflow-utilities/extract-nth-frame,Workflow Utilities Extract Nth Frame,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/pixverse/v5.5/effects,PixVerse V5.5 Effects,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
fal-ai/luma-dream-machine/ray-2-flash/image-to-video,Luma Ray 2 Flash (Image to Video),video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/krea-2/turbo/style,Krea 2 Text to Image Turbo Style,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
